POPS_Number,Name,Street,Zipcode,Latitude,Longitude,Borough,Borocode,Type,Location,Open_Hours,Seating,Seating_and_Tables,Food_Service,Art,Restrooms,Special_Amenities,Special_Amenities_Description,Signage,Landscaping_Description,Landscaping,Physically_Disabled,Year_Completed,Construction_Status,Size_Required,Community Board,Developer,Building_Architect,Principal_Public_Space_Designer,XCoordinate,YCoordinate,Council District,Census Tract,BIN,BBL,NTA,Tax_Block_Number,Tax_Lot_Number
M050108,Museum of Modern Art,WEST 53 STREET,10019,-73.976742,40.761276,Manhattan,1,Building Entrance Recess Areas; Through Block Lobby,"North side of West 53rd Street between Fifth Avenue and Avenue of the Americas. Additional lots: 1269/11,12,13,14,20,58,165.",Closing for Events; Restricted Hours,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Full/Partial,2004,Completed,Building Entrance Recess Areas 0.00 sf; Through Block Lobby 0.00 sf,5,NULL,Taniguchi and Associates,Taniguchi and Associates,990693,216631,4,104,1081128,1012690020,Midtown-Midtown South,1269,20
M060017,The Nash,EAST 39 STREET,10016,-73.974848,40.748203,Manhattan,1,Plaza,South side of East 39th Street between Second and Third Avenues,24 Hours,Yes,Yes,NULL,No,NULL,NULL,Lighting; Litter Receptacles,Yes,Planting; Trees within Space,Yes,Full/Partial,1972,Completed,Plaza 4371.45 sf,6,NULL,Sidney Goldhammer,"Sidney Goldhammer; MUSHO Architecture and Design, LLC (for alteration in 2004)",991219,211868,4,78,1020361,1009190042,Murray Hill-Kips Bay,919,42
M050002,Park Lane Hotel,CENTRAL PARK SOUTH,10019,-73.97538,40.764811,Manhattan,1,Arcade; Plaza,South side of Central Park South between Fifth and Sixth Avenues,24 Hours,No,No,NULL,No,NULL,NULL,NULL,NULL,Trees on Street,Yes,Full/Partial,1971,Completed,Arcade 2098.00 sf; Plaza 1958.00 sf,5,NULL,Emery Roth & Sons,Emery Roth & Sons,991070,217919,4,112.01,1035251,1012740011,Midtown-Midtown South,1274,11
M050084,Symphony House,BROADWAY,10019,-73.982553,40.765974,Manhattan,1,Urban Plaza,Full blockfront on West 56th Street between Broadway and Eighth Avenues,Restricted Hours,Yes,No,NULL,No,NULL,NULL,Lighting; Litter Receptacles; Retail Frontage,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1987,Completed,Urban Plaza 4953.89 sf,5,Jack Resnick,Emery Roth & Sons,Thomas Balsley Associates,989083,218342,3,137,1070014,1010287501,Midtown-Midtown South,1028,7501
K040001,Rheingold Development,BUSHWICK AVENUE,11206,-73.935746,40.701214,Brooklyn,3,Public Access Area,"Buildings located within five full blocks and one partial block, and is roughly bounded by Flushing Avenue, Beaver Street, Garden Street, Forrest Street, Stanwix Street, Melrose Street and Evergreen Avenue.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Full/Partial,0,Under Construction,NULL,4,NULL,NULL,NULL,1002066,194754,34,391,3426398,3031410001,Bushwick South,3141,1
M050036,NULL,FIFTH AVENUE,10019,-73.976804,40.75977,Manhattan,1,Cellar Floor Public Space; Covered Pedestrian Space,Southwest corner of West 52nd Street and Fifth Avenue,Restricted Hours,Yes,Yes,NULL,No,NULL,NULL,Climate Control; Escalator; Lighting; Litter Receptacles; Retail Frontage,Yes,Planting; Trees within Space,Yes,Full/Partial,1977,Completed,Cellar Floor Public Space 0.00 sf; Covered Pedestrian Space 3363.00 sf,5,The Pahlavi Foundation,John Carl Warnecke,Michael LeClere,990676,216082,4,104,1034517,1012670041,Midtown-Midtown South,1267,41
M010027,4 New York Plaza,BROAD STREET,10004,-74.010722,40.702777,Manhattan,1,Arcade; Plaza,Southeast corner of Water and Broad Streets,24 Hours,Yes,Yes,NULL,No,NULL,NULL,Lighting; Litter Receptacles,Yes,Planting; Trees within Space,Yes,Full/Partial,1968,Completed,Arcade 3124.00 sf; Plaza 7573.00 sf,1,Sol G. Atlas and John P. McGrath,"Carson, Lundin & Shaw","Carson, Lundin & Shaw; Phillip Habib & Associates (2011 redesign)",981277,195317,1,9,1000007,1000050010,Battery Park City-Lower Manhattan,5,10
M080100,Bridge Tower Place,EAST 60 STREET,10022,-73.960679,40.760375,Manhattan,1,Residential Plaza,"Full blockfront on east side of First Avenue between East 60th and 61st Streets. Original BBL: 1455/1, 4, 6.",24 Hours,Yes,No,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1999,Completed,Residential Plaza 6736.00 sf,8,NULL,Costas Kondylis & Associates,Thomas Balsley Associates,995143,216304,5,106.02,1045271,1014557501,Lenox Hill-Roosevelt Island,1455,7501
M050041,NULL,MADISON AVENUE,10022,-73.975394,40.75737,Manhattan,1,Arcade; Plaza,East side of Madison Avenue between East 49th and 50th Streets,24 Hours,Yes,Yes,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Retail Frontage,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1968,Completed,Arcade 1160.00 sf; Plaza 11385.00 sf,5,William Kaufman and Jack Weiler,Emery Roth & Sons,M. Paul Friedberg; MPFP LLC (for alteration in 2014),991067,215208,4,102,1035455,1012850021,Midtown-Midtown South,1285,21
M050035,Olympic Tower,FIFTH AVENUE,10022,-73.976086,40.759199,Manhattan,1,Covered Pedestrian Space,Northeast corner of East 51st Street and Fifth Avenue,Restricted Hours,Yes,Yes,Yes,Yes,Yes,NULL,Climate Control; Elevator; Food Service; Lighting; Programs; Restrooms; Retail Frontage,Yes,Planting; Trees within Space; Water Feature,Yes,Full/Partial,1974,Completed,Covered Pedestrian Space 8681.00 sf,5,NULL,"Skidmore, Owings & Merrill","Skidmore, Owings & Merrill; Tudda, Scherer, Zborowski (for alteration in 1986); WPG Design Group (for alteration in 2000 and 2003); Robert Krone Architect (for alteration in 2007); Perkins Eastman (for alterations in 2013); MdeAS Architects (for 2018 mod)",990875,215874,4,102,1035481,1012877501,Midtown-Midtown South,1287,7501
M080056,NULL,EAST 83 STREET,10028,-73.9509,40.775349,Manhattan,1,Plaza,Northwest corner of First Avenue and East 83rd Street,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1968,Completed,Plaza 5640.62 sf,8,NULL,Philip Birnbaum,Philip Birnbaum,997849,221761,5,138,1049931,1015460023,Yorkville,1546,23
M060045,L'Ecole,EAST 47 STREET,10017,-73.971659,40.753272,Manhattan,1,Plaza,South side of East 47th Street between Second and Third Avenues,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1979,Completed,Plaza 5316.00 sf,6,NULL,Philip Birnbaum,Philip Birnbaum,992102,213715,4,90,1037599,1013207506,Turtle Bay-East Midtown,1320,7506
M050011,NULL,SEVENTH AVENUE,10106,-73.980881,40.765361,Manhattan,1,Plaza,West side of Seventh Avenue between West 56th and 57th Streets,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1970,Completed,Plaza 12317.00 sf,5,Arlen Realty & Development Corp.,Emery Roth & Sons,Emery Roth & Sons; Thomas Balsley Associates (for alteration),989546,218119,4,137,1024895,1010280029,Midtown-Midtown South,1028,29
M060052,NULL,THIRD AVENUE,10022,-73.970095,40.755906,Manhattan,1,Plaza,Northeast corner of East 50th Street and Third Avenue,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1969,Completed,Plaza 3969.00 sf,6,The Durst Organization,Emery Roth & Sons,Emery Roth & Sons,992535,214675,4,98,1081185,1013240001,Turtle Bay-East Midtown,1324,1
K010003,Domino Sugar Factory,KENT AVENUE,11249,-73.968108,40.714905,Brooklyn,3,Public Access Area,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Full/Partial,0,NULL,NULL,1,NULL,NULL,NULL,993091,199737,33,551,3000000,3024140001,North Side-South Side,2414,1
M060078,Sovereign,EAST 58 STREET,10022,-73.960947,40.758736,Manhattan,1,Open Space; Plaza,North side of East 58th Street between Sutton Place South and First Avenue,24 Hours; Restricted Hours,Yes,No,NULL,No,NULL,NULL,Litter Receptacles,Yes,Planting,Yes,Full/Partial,1973,Completed,Open Space 0.00 sf; Plaza 27701.67 sf,6,NULL,Emery Roth & Sons,Emery Roth & Sons,995069,215707,5,106.01,1040637,1013700015,Turtle Bay-East Midtown,1370,15
M080078,Channel Club,EAST 86 STREET,10028,-73.947177,40.776355,Manhattan,1,Residential Plaza,"Northwest corner of York Avenue and East 86th Street. Original BBL: 1566/22, 27, 28, 29, 126, 128, 1001-1150.",24 Hours,Yes,No,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1986,Completed,Residential Plaza 1982.50 sf,8,Sutton East Associates,"Wechsler, Grasso, Menziuso","Wechsler, Grasso, Menziuso",998880,222128,5,144.02,1073878,1015667501,Yorkville,1566,7501
M060009,Murray Hill Mews,THIRD AVENUE,10016,-73.976866,40.748093,Manhattan,1,Plaza,West side of Third Avenue between East 37th and 38th Streets,Restricted Hours,Yes,No,NULL,No,NULL,NULL,NULL,Yes,Planting,Yes,Full/Partial,1974,Completed,Plaza 6594.50 sf,6,NULL,Philip Birnbaum,Philip Birnbaum,990660,211828,4,80,1019099,1008930041,Murray Hill-Kips Bay,893,41
M080014,NULL,EAST 68 STREET,10065,-73.960813,40.766067,Manhattan,1,Plaza,Full blockfront on west side of Second Avenue between East 67th and 68th Streets,24 Hours,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Full/Partial,1973,Completed,Plaza 8153.10 sf,8,NULL,Emery Roth & Sons,Emery Roth & Sons,995105,218378,4,118,1043884,1014220021,Lenox Hill-Roosevelt Island,1422,21
M070030,Fordham University,COLUMBUS AVENUE,10023,-73.984295,40.770871,Manhattan,1,Interim Open Space,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,7,NULL,NULL,NULL,988600,220126,3,145,1028829,1011320001,Lincoln Square,1132,1
M050076,NULL,FIFTH AVENUE,10019,-73.975103,40.762294,Manhattan,1,Access Area; Exhibit Area; Pedestrian Circulation Space,West side of Fifth Avenue between West 55th and 56th Streets,24 Hours; Restricted Hours,No,No,NULL,No,NULL,NULL,Elevator; Escalator; Lighting,Yes,NULL,No,Full/Partial,1989,Completed,Access Area 0.00 sf; Exhibit Area 0.00 sf; Pedestrian Circulation Space 0.00 sf,5,Solomon Equities,Kohn Pedersen Fox/Schuman Lichtenstein Claman Efron,Beyer Blinder Belle,991147,217002,4,104,1077363,1012710038,Midtown-Midtown South,1271,38
M010018,NULL,BROAD STREET,10004,-74.011787,40.706021,Manhattan,1,Arcade; Urban Plaza,West side of Broad Street between Beaver Street and Exchange Place. Original BBL: 24/32.,24 Hours,Yes,No,NULL,No,NULL,NULL,Lighting; Litter Receptacles,No,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1983,Completed,Arcade 745.00 sf; Urban Plaza 1498.74 sf,1,NULL,Gruzen & Partners,Gruzen & Partners,980982,196499,1,9,1078985,1000247501,Battery Park City-Lower Manhattan,24,7501
M010020,1 Exchange Plaza,BROADWAY,10006,-74.013024,40.706855,Manhattan,1,Other Public Access Areas; Urban Plaza,Southwest corner of Broadway and Exchange Alley,24 Hours,Yes,No,NULL,No,NULL,NULL,Escalator; Lighting; Litter Receptacles; Retail Frontage,Yes,Planting,Yes,Full/Partial,1983,Completed,Other Public Access Areas 0.00 sf; Urban Plaza 1726.00 sf,1,NULL,Fox & Fowle,Fox & Fowle; Abel Bainsson and Butz (for alteration in 2010),980639,196803,1,13,1000807,1000200016,Battery Park City-Lower Manhattan,20,16
M050057,Grace,SIXTH AVENUE,10036,-73.982848,40.754825,Manhattan,1,Arcade; Plaza,Southeast corner of Sixth Avenue and West 43rd Streets,24 Hours,Yes,Yes,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Retail Frontage,Yes,Planting; Trees within Space,Yes,Full/Partial,1971,Completed,Arcade 3710.00 sf; Plaza 19659.59 sf,5,Robert Arnow,"Skidmore, Owings & Merrill","Skidmore, Owings & Merrill; Moed de Armas and Shannon (for alteration in 2010)",989002,214280,4,96,1034196,1012580009,Midtown-Midtown South,1258,9
M060076,St. James Tower,EAST 54 STREET,10022,-73.963014,40.756151,Manhattan,1,Residential Plaza,North side of East 54th Street between Sutton Place South and First Avenue,Restricted Hours,Yes,No,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles,Yes,Planting; Trees on Street; Trees within Space; Water Feature,Yes,Full/Partial,1983,Completed,Residential Plaza 6618.00 sf,6,NULL,Emery Roth & Sons,Emery Roth & Sons,994497,214765,4,106.01,1040356,1013667501,Turtle Bay-East Midtown,1366,7501
M010031,NULL,STATE STREET,10004,-74.013878,40.702892,Manhattan,1,Arcade; Public Exhibit Space; Sidewalk Widening; Urban Plaza,Southeast corner of State and Pearl Streets,24 Hours,Yes,Yes,NULL,No,NULL,NULL,Lighting; Litter Receptacles,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1987,Completed,Arcade 6198.00 sf; Public Exhibit Space 0.00 sf; Sidewalk Widening 1715.00 sf; Urban Plaza 6272.00 sf,1,William Kaufman,Emery Roth & Sons,Emery Roth & Sons,980402,195359,1,9,1000020,1000090014,Battery Park City-Lower Manhattan,9,14
M050070,Madison Green,EAST 22 STREET,10010,-73.988889,40.740794,Manhattan,1,Residential Plaza,Full blockfront on east side of Broadway between East 22nd and 23rd Streets,Restricted Hours,Yes,No,NULL,Yes,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1983,Completed,Residential Plaza 13142.53 sf,5,NULL,Philip Birnbaum,David Spector,987329,209168,2,56,1016304,1008517501,Hudson Yards-Chelsea-Flatiron-Union Square,851,7501
M070005,Gloucester,WEST 79 STREET,10024,-73.978901,40.782916,Manhattan,1,Plaza,West side of Amsterdam Avenue between West 78th and 79th Streets,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1975,Completed,Plaza 5355.00 sf,7,NULL,"Schuman, Lichtenstein, Claman","Schuman, Lichtenstein, Claman",990093,224515,6,167,1030909,1011707501,Upper West Side,1170,7501
M010053,New York by Gehry,SPRUCE STREET,10038,-74.005677,40.71097,Manhattan,1,Non-Bonused Open Area; Porte Cochere; Urban Plaza,Fronting Spruce Street and Beekman Street between Nassau Street and Gold Street,24 Hours,Yes,Yes,NULL,No,NULL,NULL,Bicycle Parking; Lighting; Litter Receptacles,Yes,Planting; Trees on Street; Trees within Space; Water Feature,Yes,Full/Partial,2011,Completed,Non-Bonused Open Area 0.00 sf; Porte Cochere 0.00 sf; Urban Plaza 15533.00 sf,1,Forest City Ratner,"Gehry Architects New York, PC",Field Operations,982676,198302,1,15.01,1087485,1001007502,Battery Park City-Lower Manhattan,100,7502
M050091,Marriott Marquis,BROADWAY,10036,-73.986197,40.758627,Manhattan,1,Broadway Plaza; Covered Public Pedestrian Area; Interior Spaces; Shubert Alley Extension,West side of Broadway between West 45th and 46th Streets,24 Hours; Restricted Hours,No,No,NULL,No,NULL,NULL,Climate Control; Elevator; Retail Frontage,Yes,NULL,No,Full/Partial,1985,Completed,Broadway Plaza 4000.00 sf; Covered Public Pedestrian Area 24950.00 sf; Interior Spaces 40300.00 sf; Shubert Alley Extension 4970.00 sf,5,Portman Properties,John Portman,John Portman,988074,215665,3,119,1024727,1010177501,Midtown-Midtown South,1017,7501
M070027,West End Towers,WEST END AVENUE,10023,-73.989403,40.773792,Manhattan,1,Public Open Spaces,Full blockfronts on west side of West End Avenue between West 61st and 63rd Streets,Restricted Hours,Yes,No,NULL,No,NULL,NULL,Lighting,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1993,Completed,Public Open Spaces 51497.00 sf,7,Brodsky Organization,"Buck/Cane, Schuman Lichtenstein Claman Efron",Quennell Rothschild Associates,987185,221190,6,151,1088686,1011710063,Lincoln Square,1171,63
M010003,One Bankers Trust Plaza,LIBERTY STREET,10006,-74.013389,40.709616,Manhattan,1,Arcade; Elevated Plaza; Elevated Shopping Way; Pedestrian Bridge; Pedestrian Connection; Plaza; Shopping Arcade,"Full block bounded by Liberty, Albany, Washington, and Greenwich Streets",24 Hours; Restricted Hours,Yes,No,NULL,No,NULL,NULL,Climate Control; Escalator; Retail Frontage,No,Planting; Trees within Space; Water Feature,Yes,Full/Partial,1973,Completed,Arcade 7175.00 sf; Elevated Plaza 0.00 sf; Elevated Shopping Way 0.00 sf; Pedestrian Bridge 0.00 sf; Pedestrian Connection 0.00 sf; Plaza 7623.00 sf; Shopping Arcade 0.00 sf,1,Fisher Brothers,"Shreve, Lamb & Harmon","Shreve, Lamb & Harmon; Thomas Balsley Associates",980538,197809,1,13,1000000,1000540001,Battery Park City-Lower Manhattan,54,1
M050058,Emigrant Savings Bank,EAST 43 STREET,10017,-73.979798,40.753507,Manhattan,1,Plaza,South side of East 43rd Street between Madison and Fifth Avenues,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1968,Completed,Plaza 1524.96 sf,5,Fisher Brothers,Emery Roth & Sons,Emery Roth & Sons,989847,213800,4,94,1035347,1012770008,Midtown-Midtown South,1277,8
M110001,Monterey,EAST 96 STREET,10128,-73.949629,40.785712,Manhattan,1,Residential Plaza,Northwest corner of Third Avenue and East 96th Street,24 Hours,Yes,No,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1992,Completed,Residential Plaza 12720.00 sf,11,NULL,Costas Kondylis Architects,Costas Kondylis Architects,998199,225537,5,158.02,1082901,1016240033,East Harlem South,1624,33
M050087,Bear Stearns,MADISON AVENUE,10179,-73.976726,40.755469,Manhattan,1,Building Entrance Recess Area; New North End Access to 47th Street Cro; Off-Street Rail Mass Transit Access; Through Block Connection,Full block bounded by Madison and Vanderbilt Avenues and East 46th and 47th Streets,24 Hours; Restricted Hours,No,No,NULL,Yes,NULL,NULL,Escalator; Lighting,Yes,Planting,Yes,Full/Partial,1999,Completed,Building Entrance Recess Area 0.00 sf; New North End Access to 47th Street Cro 707.00 sf; Off-Street Rail Mass Transit Access 5031.00 sf; Through Block Connection 5706.00 sf,5,Sterling Equities (Fred Wilpon),"Skidmore, Owings & Merrill","Skidmore, Owings & Merrill",990698,214515,4,94,1035404,1012820021,Midtown-Midtown South,1282,21
M050106,Avenue of the Americas Plaza,WEST 55 STREET,10019,-73.978951,40.763747,Manhattan,1,Through Block Connection,"North side of West 55th Street and south side of West 56th Street between Sixth Avenue and Seventh Avenue. Additional lots: 1008/19, 21, 22, 25 & 44.",Restricted Hours,No,No,NULL,No,NULL,NULL,Lighting,Yes,NULL,No,Full/Partial,1990,Completed,Through Block Connection 0.00 sf,5,Macklowe Properties,Edward Larrabee Barnes,Edward Larrabee Barnes,990081,217531,4,137,1076176,1010080019,Midtown-Midtown South,1008,19
M010008,NULL,WATER STREET,10038,-74.004736,40.70741,Manhattan,1,Arcade; Plaza,"Full block bounded by Water Street, Pearl Street, John Street, and Fulton Street",24 Hours,Yes,Yes,NULL,Yes,NULL,NULL,Litter Receptacles,Yes,Planting; Trees within Space,Yes,Full/Partial,1971,Completed,Arcade 3222.00 sf; Plaza 4010.00 sf,1,Robert Kaufman and Max Spitzer,Emery Roth & Sons,Emery Roth & Sons; Rogers Marvel Architects (for alteration in 2012),982937,197005,1,15.02,1001163,1000750001,Battery Park City-Lower Manhattan,75,1
M010030,1 State Street Plaza,STATE STREET,10004,-74.013301,40.70276,Manhattan,1,Arcade; Plaza,Full blockfront on west side of Whitehall Street between State and  Pearl Streets,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1970,Completed,Arcade 731.00 sf; Plaza 8976.80 sf,1,NULL,Emery Roth & Sons,Emery Roth & Sons,980562,195311,1,9,1000018,1000090001,Battery Park City-Lower Manhattan,9,1
M070014,One Lincoln Plaza,LINCOLN PLAZA,10023,-73.981407,40.771515,Manhattan,1,Arcade; Plaza,Full blockfront on east side of Broadway between West 63rd and 64th Streets,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1971,Completed,Arcade 3309.30 sf; Plaza 17351.00 sf,7,Paul Milstein,Philip Birnbaum,Philip Birnbaum,989400,220361,6,149,1027472,1011167501,Lincoln Square,1116,7501
M070020,Beaumont,WEST 61 STREET,10023,-73.983295,40.769989,Manhattan,1,Additional Residential Plaza; Arcade; Residential Plaza,South side of West 61st Street between Broadway and Columbus Avenue,24 Hours; Restricted Hours,Yes,Yes,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles,No,Planting; Trees on Street; Trees within Space; Water Feature,Yes,Full/Partial,1983,Completed,Additional Residential Plaza 3280.00 sf; Arcade 2490.32 sf; Residential Plaza 6100.83 sf,7,King's Farm Realty Corporation,Liebman Liebman Associates,Liebman Liebman Associates,988877,219805,3,145,1027195,1011137501,Lincoln Square,1113,7501
M010048,Tribeca Tower,DUANE STREET,10007,-74.005977,40.71582,Manhattan,1,Residential Plaza,North side of Duane Street between Broadway and Trimble Place,24 Hours,Yes,No,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Litter Receptacles,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1989,Completed,Residential Plaza 11587.49 sf,1,NULL,Schuman Lichtenstein Claman Efron,Thomas Balsley Associates,982593,200069,1,33,1001650,1001510001,SoHo-TriBeCa-Civic Center-Little Italy,151,1
